No.,miRTarBase ID,miRNA,Species (miRNA),Target Gene,Target Gene (Entrez Gene ID),Species (Target Gene),Experiments,Support Type,References (PMID)
448069,MIRT739246,hsa-miR-2467-3p,Homo sapiens,BRWD1,54014,Homo sapiens,PAR-CLIP,Functional MTI (Weak),26701625
273676,MIRT549137,hsa-miR-301a-3p,Homo sapiens,BRWD1,54014,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
273677,MIRT549137,hsa-miR-301a-3p,Homo sapiens,BRWD1,54014,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23313552
273680,MIRT549139,hsa-miR-301b-3p,Homo sapiens,BRWD1,54014,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
273681,MIRT549139,hsa-miR-301b-3p,Homo sapiens,BRWD1,54014,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23313552
449091,MIRT740178,hsa-miR-31-3p,Homo sapiens,BRWD1,54014,Homo sapiens,PAR-CLIP,Functional MTI (Weak),26701625
417884,MIRT705213,hsa-miR-331-5p,Homo sapiens,BRWD1,54014,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23313552
21727,MIRT028227,hsa-miR-33a-5p,Homo sapiens,BRWD1,54014,Homo sapiens,Sequencing,Functional MTI (Weak),20371350
273672,MIRT549135,hsa-miR-3666,Homo sapiens,BRWD1,54014,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
273673,MIRT549135,hsa-miR-3666,Homo sapiens,BRWD1,54014,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23313552
451266,MIRT742159,hsa-miR-3678-3p,Homo sapiens,BRWD1,54014,Homo sapiens,PAR-CLIP,Functional MTI (Weak),26701625
417880,MIRT705209,hsa-miR-3942-3p,Homo sapiens,BRWD1,54014,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23313552
417882,MIRT705211,hsa-miR-4256,Homo sapiens,BRWD1,54014,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23313552
452742,MIRT743473,hsa-miR-4261,Homo sapiens,BRWD1,54014,Homo sapiens,PAR-CLIP,Functional MTI (Weak),26701625
273682,MIRT549140,hsa-miR-4295,Homo sapiens,BRWD1,54014,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
273683,MIRT549140,hsa-miR-4295,Homo sapiens,BRWD1,54014,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23313552
273686,MIRT549143,hsa-miR-433-3p,Homo sapiens,BRWD1,54014,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
454271,MIRT744870,hsa-miR-4463,Homo sapiens,BRWD1,54014,Homo sapiens,PAR-CLIP,Functional MTI (Weak),26701625
454768,MIRT745325,hsa-miR-4494,Homo sapiens,BRWD1,54014,Homo sapiens,PAR-CLIP,Functional MTI (Weak),26701625
55859,MIRT085465,hsa-miR-4501,Homo sapiens,BRWD1,54014,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23313552
417886,MIRT705215,hsa-miR-4504,Homo sapiens,BRWD1,54014,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23313552
273678,MIRT549138,hsa-miR-454-3p,Homo sapiens,BRWD1,54014,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
273679,MIRT549138,hsa-miR-454-3p,Homo sapiens,BRWD1,54014,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23313552
417892,MIRT705221,hsa-miR-4678,Homo sapiens,BRWD1,54014,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23313552
457136,MIRT747451,hsa-miR-4712-3p,Homo sapiens,BRWD1,54014,Homo sapiens,PAR-CLIP,Functional MTI (Weak),26701625
417889,MIRT705218,hsa-miR-4750-3p,Homo sapiens,BRWD1,54014,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23313552
417879,MIRT705208,hsa-miR-4762-3p,Homo sapiens,BRWD1,54014,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23313552
417898,MIRT705227,hsa-miR-5008-3p,Homo sapiens,BRWD1,54014,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23313552
417883,MIRT705212,hsa-miR-5100,Homo sapiens,BRWD1,54014,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23313552
417885,MIRT705214,hsa-miR-542-3p,Homo sapiens,BRWD1,54014,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23313552
83688,MIRT298567,hsa-miR-548c-3p,Homo sapiens,BRWD1,54014,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
417894,MIRT705223,hsa-miR-548v,Homo sapiens,BRWD1,54014,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23313552
461661,MIRT751568,hsa-miR-589-5p,Homo sapiens,BRWD1,54014,Homo sapiens,PAR-CLIP,Functional MTI (Weak),26701625
417893,MIRT705222,hsa-miR-593-5p,Homo sapiens,BRWD1,54014,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23313552
273670,MIRT549134,hsa-miR-634,Homo sapiens,BRWD1,54014,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
273671,MIRT549134,hsa-miR-634,Homo sapiens,BRWD1,54014,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23313552
417888,MIRT705217,hsa-miR-642a-3p,Homo sapiens,BRWD1,54014,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23313552
417887,MIRT705216,hsa-miR-642b-3p,Homo sapiens,BRWD1,54014,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23313552
417897,MIRT705226,hsa-miR-6737-3p,Homo sapiens,BRWD1,54014,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23313552
83689,MIRT298570,hsa-miR-6804-3p,Homo sapiens,BRWD1,54014,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23313552
470013,MIRT759205,hsa-miR-7153-5p,Homo sapiens,BRWD1,54014,Homo sapiens,PAR-CLIP,Functional MTI (Weak),26701625
417896,MIRT705225,hsa-miR-7157-3p,Homo sapiens,BRWD1,54014,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23313552
470244,MIRT759409,hsa-miR-759,Homo sapiens,BRWD1,54014,Homo sapiens,PAR-CLIP,Functional MTI (Weak),26701625
471274,MIRT760348,hsa-miR-875-3p,Homo sapiens,BRWD1,54014,Homo sapiens,PAR-CLIP,Functional MTI (Weak),26701625
417891,MIRT705220,hsa-miR-892c-5p,Homo sapiens,BRWD1,54014,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23313552
73877,MIRT203592,hsa-miR-96-5p,Homo sapiens,BRWD1,54014,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23313552
243327,MIRT525900,hsa-miR-106a-3p,Homo sapiens,BUB1,699,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22012620
45720,MIRT053536,hsa-miR-10b-3p,Homo sapiens,BUB1,699,Homo sapiens,Luciferase reporter assay//Microarray//qRT-PCR//Western blot,Functional MTI,23125021
221076,MIRT512393,hsa-miR-1273h-3p,Homo sapiens,BUB1,699,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
221077,MIRT512393,hsa-miR-1273h-3p,Homo sapiens,BUB1,699,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22012620
260608,MIRT539646,hsa-miR-1323,Homo sapiens,BUB1,699,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
221086,MIRT512398,hsa-miR-145-3p,Homo sapiens,BUB1,699,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
221087,MIRT512398,hsa-miR-145-3p,Homo sapiens,BUB1,699,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22012620
243338,MIRT525911,hsa-miR-186-3p,Homo sapiens,BUB1,699,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22012620
36852,MIRT045266,hsa-miR-186-5p,Homo sapiens,BUB1,699,Homo sapiens,CLASH,Functional MTI (Weak),23622248
260611,MIRT539649,hsa-miR-193a-3p,Homo sapiens,BUB1,699,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
260610,MIRT539648,hsa-miR-193b-3p,Homo sapiens,BUB1,699,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
39974,MIRT048279,hsa-miR-196a-5p,Homo sapiens,BUB1,699,Homo sapiens,CLASH,Functional MTI (Weak),23622248
34178,MIRT042691,hsa-miR-196b-5p,Homo sapiens,BUB1,699,Homo sapiens,CLASH,Functional MTI (Weak),23622248
221084,MIRT512397,hsa-miR-298,Homo sapiens,BUB1,699,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
221085,MIRT512397,hsa-miR-298,Homo sapiens,BUB1,699,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22012620
243326,MIRT525899,hsa-miR-30c-1-3p,Homo sapiens,BUB1,699,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22012620
243325,MIRT525898,hsa-miR-30c-2-3p,Homo sapiens,BUB1,699,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22012620
243340,MIRT525913,hsa-miR-3159,Homo sapiens,BUB1,699,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22012620
260599,MIRT539637,hsa-miR-3187-3p,Homo sapiens,BUB1,699,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
260604,MIRT539642,hsa-miR-3190-5p,Homo sapiens,BUB1,699,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
243335,MIRT525908,hsa-miR-340-5p,Homo sapiens,BUB1,699,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22012620
221074,MIRT512392,hsa-miR-3678-3p,Homo sapiens,BUB1,699,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
221075,MIRT512392,hsa-miR-3678-3p,Homo sapiens,BUB1,699,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22012620
243320,MIRT525893,hsa-miR-3680-3p,Homo sapiens,BUB1,699,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22012620
260606,MIRT539644,hsa-miR-3919,Homo sapiens,BUB1,699,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
304122,MIRT606887,hsa-miR-3941,Homo sapiens,BUB1,699,Homo sapiens,HITS-CLIP,Functional MTI (Weak),24906430
304123,MIRT606887,hsa-miR-3941,Homo sapiens,BUB1,699,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
304124,MIRT606887,hsa-miR-3941,Homo sapiens,BUB1,699,Homo sapiens,HITS-CLIP,Functional MTI (Weak),21572407
243333,MIRT525906,hsa-miR-4282,Homo sapiens,BUB1,699,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22012620
221088,MIRT512399,hsa-miR-4302,Homo sapiens,BUB1,699,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
221089,MIRT512399,hsa-miR-4302,Homo sapiens,BUB1,699,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22012620
304113,MIRT606884,hsa-miR-4455,Homo sapiens,BUB1,699,Homo sapiens,HITS-CLIP,Functional MTI (Weak),24906430
304114,MIRT606884,hsa-miR-4455,Homo sapiens,BUB1,699,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
304115,MIRT606884,hsa-miR-4455,Homo sapiens,BUB1,699,Homo sapiens,HITS-CLIP,Functional MTI (Weak),21572407
7919,MIRT007183,hsa-miR-450a-1-3p,Homo sapiens,BUB1,699,Homo sapiens,qRT-PCR//Western blot,Functional MTI,23110129
243316,MIRT525889,hsa-miR-450b-3p,Homo sapiens,BUB1,699,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22012620
243323,MIRT525896,hsa-miR-450b-5p,Homo sapiens,BUB1,699,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22012620
260602,MIRT539640,hsa-miR-4529-5p,Homo sapiens,BUB1,699,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
304116,MIRT606885,hsa-miR-466,Homo sapiens,BUB1,699,Homo sapiens,HITS-CLIP,Functional MTI (Weak),24906430
304117,MIRT606885,hsa-miR-466,Homo sapiens,BUB1,699,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
304118,MIRT606885,hsa-miR-466,Homo sapiens,BUB1,699,Homo sapiens,HITS-CLIP,Functional MTI (Weak),21572407
304119,MIRT606886,hsa-miR-4672,Homo sapiens,BUB1,699,Homo sapiens,HITS-CLIP,Functional MTI (Weak),24906430
304120,MIRT606886,hsa-miR-4672,Homo sapiens,BUB1,699,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
304121,MIRT606886,hsa-miR-4672,Homo sapiens,BUB1,699,Homo sapiens,HITS-CLIP,Functional MTI (Weak),21572407
243318,MIRT525891,hsa-miR-4713-3p,Homo sapiens,BUB1,699,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22012620
243331,MIRT525904,hsa-miR-4714-3p,Homo sapiens,BUB1,699,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22012620
243319,MIRT525892,hsa-miR-4735-5p,Homo sapiens,BUB1,699,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22012620
260605,MIRT539643,hsa-miR-4756-3p,Homo sapiens,BUB1,699,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
290485,MIRT562858,hsa-miR-4790-3p,Homo sapiens,BUB1,699,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
260612,MIRT539650,hsa-miR-497-3p,Homo sapiens,BUB1,699,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
243336,MIRT525909,hsa-miR-503-3p,Homo sapiens,BUB1,699,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22012620
243322,MIRT525895,hsa-miR-507,Homo sapiens,BUB1,699,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22012620
260603,MIRT539641,hsa-miR-539-5p,Homo sapiens,BUB1,699,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
260615,MIRT539653,hsa-miR-548aa,Homo sapiens,BUB1,699,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
260614,MIRT539652,hsa-miR-548ap-3p,Homo sapiens,BUB1,699,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
260607,MIRT539645,hsa-miR-548o-3p,Homo sapiens,BUB1,699,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
260613,MIRT539651,hsa-miR-548t-3p,Homo sapiens,BUB1,699,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
243341,MIRT525914,hsa-miR-551b-5p,Homo sapiens,BUB1,699,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22012620
243342,MIRT525914,hsa-miR-551b-5p,Homo sapiens,BUB1,699,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
243321,MIRT525894,hsa-miR-557,Homo sapiens,BUB1,699,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22012620
260609,MIRT539647,hsa-miR-5680,Homo sapiens,BUB1,699,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
304110,MIRT606883,hsa-miR-574-5p,Homo sapiens,BUB1,699,Homo sapiens,HITS-CLIP,Functional MTI (Weak),24906430
304111,MIRT606883,hsa-miR-574-5p,Homo sapiens,BUB1,699,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
304112,MIRT606883,hsa-miR-574-5p,Homo sapiens,BUB1,699,Homo sapiens,HITS-CLIP,Functional MTI (Weak),21572407
304131,MIRT606890,hsa-miR-595,Homo sapiens,BUB1,699,Homo sapiens,HITS-CLIP,Functional MTI (Weak),24906430
243317,MIRT525890,hsa-miR-638,Homo sapiens,BUB1,699,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22012620
221080,MIRT512395,hsa-miR-644a,Homo sapiens,BUB1,699,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
221081,MIRT512395,hsa-miR-644a,Homo sapiens,BUB1,699,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22012620
260600,MIRT539638,hsa-miR-653-3p,Homo sapiens,BUB1,699,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
243334,MIRT525907,hsa-miR-670-3p,Homo sapiens,BUB1,699,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22012620
221082,MIRT512396,hsa-miR-6717-5p,Homo sapiens,BUB1,699,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
221083,MIRT512396,hsa-miR-6717-5p,Homo sapiens,BUB1,699,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22012620
243329,MIRT525902,hsa-miR-6731-5p,Homo sapiens,BUB1,699,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22012620
304128,MIRT606889,hsa-miR-6768-5p,Homo sapiens,BUB1,699,Homo sapiens,HITS-CLIP,Functional MTI (Weak),24906430
304129,MIRT606889,hsa-miR-6768-5p,Homo sapiens,BUB1,699,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
304130,MIRT606889,hsa-miR-6768-5p,Homo sapiens,BUB1,699,Homo sapiens,HITS-CLIP,Functional MTI (Weak),21572407
243324,MIRT525897,hsa-miR-6788-5p,Homo sapiens,BUB1,699,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22012620
260601,MIRT539639,hsa-miR-6847-3p,Homo sapiens,BUB1,699,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
243337,MIRT525910,hsa-miR-6861-5p,Homo sapiens,BUB1,699,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22012620
304125,MIRT606888,hsa-miR-6867-5p,Homo sapiens,BUB1,699,Homo sapiens,HITS-CLIP,Functional MTI (Weak),24906430
304126,MIRT606888,hsa-miR-6867-5p,Homo sapiens,BUB1,699,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
304127,MIRT606888,hsa-miR-6867-5p,Homo sapiens,BUB1,699,Homo sapiens,HITS-CLIP,Functional MTI (Weak),21572407
243332,MIRT525905,hsa-miR-6871-5p,Homo sapiens,BUB1,699,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22012620
243330,MIRT525903,hsa-miR-6878-5p,Homo sapiens,BUB1,699,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22012620
243315,MIRT525888,hsa-miR-769-3p,Homo sapiens,BUB1,699,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22012620
221078,MIRT512394,hsa-miR-8053,Homo sapiens,BUB1,699,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
221079,MIRT512394,hsa-miR-8053,Homo sapiens,BUB1,699,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22012620
243328,MIRT525901,hsa-miR-8085,Homo sapiens,BUB1,699,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22012620
290486,MIRT562859,hsa-miR-873-5p,Homo sapiens,BUB1,699,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
243339,MIRT525912,hsa-miR-885-5p,Homo sapiens,BUB1,699,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22012620
19354,MIRT026320,hsa-miR-192-5p,Homo sapiens,BUB1B,701,Homo sapiens,Microarray,Functional MTI (Weak),19074876
8613,MIRT016386,hsa-miR-193b-3p,Homo sapiens,BUB1B,701,Homo sapiens,Microarray,Functional MTI (Weak),20304954
8614,MIRT016386,hsa-miR-193b-3p,Homo sapiens,BUB1B,701,Homo sapiens,CLASH,Functional MTI (Weak),23622248
17468,MIRT024609,hsa-miR-215-5p,Homo sapiens,BUB1B,701,Homo sapiens,Microarray,Functional MTI (Weak),19074876
42310,MIRT050455,hsa-miR-22-3p,Homo sapiens,BUB1B,701,Homo sapiens,CLASH,Functional MTI (Weak),23622248
26520,MIRT032111,hsa-let-7d-5p,Homo sapiens,BUB3,9184,Homo sapiens,Sequencing,Functional MTI (Weak),20371350
80390,MIRT261799,hsa-miR-106a-3p,Homo sapiens,BUB3,9184,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23592263
155503,MIRT480591,hsa-miR-1255b-2-3p,Homo sapiens,BUB3,9184,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23592263
86632,MIRT330080,hsa-miR-1276,Homo sapiens,BUB3,9184,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23592263
80402,MIRT261820,hsa-miR-1303,Homo sapiens,BUB3,9184,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23592263
213275,MIRT509215,hsa-miR-135b-3p,Homo sapiens,BUB3,9184,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
213276,MIRT509215,hsa-miR-135b-3p,Homo sapiens,BUB3,9184,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
213279,MIRT509217,hsa-miR-188-5p,Homo sapiens,BUB3,9184,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
213280,MIRT509217,hsa-miR-188-5p,Homo sapiens,BUB3,9184,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
155496,MIRT480584,hsa-miR-27a-3p,Homo sapiens,BUB3,9184,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23592263
155495,MIRT480583,hsa-miR-27b-3p,Homo sapiens,BUB3,9184,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23592263
287976,MIRT560490,hsa-miR-29b-2-5p,Homo sapiens,BUB3,9184,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
287979,MIRT560493,hsa-miR-302b-5p,Homo sapiens,BUB3,9184,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
287978,MIRT560492,hsa-miR-302d-5p,Homo sapiens,BUB3,9184,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
155500,MIRT480588,hsa-miR-3185,Homo sapiens,BUB3,9184,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23592263
435320,MIRT722422,hsa-miR-3613-3p,Homo sapiens,BUB3,9184,Homo sapiens,HITS-CLIP,Functional MTI (Weak),19536157
155493,MIRT480581,hsa-miR-3670,Homo sapiens,BUB3,9184,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23592263
86628,MIRT330018,hsa-miR-3674,Homo sapiens,BUB3,9184,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
86629,MIRT330018,hsa-miR-3674,Homo sapiens,BUB3,9184,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
213283,MIRT509219,hsa-miR-4476,Homo sapiens,BUB3,9184,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
213284,MIRT509219,hsa-miR-4476,Homo sapiens,BUB3,9184,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
80399,MIRT261815,hsa-miR-4477b,Homo sapiens,BUB3,9184,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
80393,MIRT261806,hsa-miR-4535,Homo sapiens,BUB3,9184,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23592263
80394,MIRT261810,hsa-miR-4800-5p,Homo sapiens,BUB3,9184,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23592263
80391,MIRT261800,hsa-miR-492,Homo sapiens,BUB3,9184,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23592263
155504,MIRT480592,hsa-miR-497-3p,Homo sapiens,BUB3,9184,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23592263
80392,MIRT261801,hsa-miR-513a-5p,Homo sapiens,BUB3,9184,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23592263
155492,MIRT480580,hsa-miR-520d-5p,Homo sapiens,BUB3,9184,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23592263
155491,MIRT480579,hsa-miR-524-5p,Homo sapiens,BUB3,9184,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23592263
47404,MIRT055863,hsa-miR-548ac,Homo sapiens,BUB3,9184,Homo sapiens,HITS-CLIP,Functional MTI (Weak),19536157
47405,MIRT055866,hsa-miR-548bb-3p,Homo sapiens,BUB3,9184,Homo sapiens,HITS-CLIP,Functional MTI (Weak),19536157
47401,MIRT055857,hsa-miR-548d-3p,Homo sapiens,BUB3,9184,Homo sapiens,HITS-CLIP,Functional MTI (Weak),19536157
47402,MIRT055858,hsa-miR-548h-3p,Homo sapiens,BUB3,9184,Homo sapiens,HITS-CLIP,Functional MTI (Weak),19536157
47403,MIRT055862,hsa-miR-548z,Homo sapiens,BUB3,9184,Homo sapiens,HITS-CLIP,Functional MTI (Weak),19536157
435317,MIRT722419,hsa-miR-587,Homo sapiens,BUB3,9184,Homo sapiens,HITS-CLIP,Functional MTI (Weak),19536157
287980,MIRT560494,hsa-miR-605-5p,Homo sapiens,BUB3,9184,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
31268,MIRT039843,hsa-miR-615-3p,Homo sapiens,BUB3,9184,Homo sapiens,CLASH,Functional MTI (Weak),23622248
435318,MIRT722420,hsa-miR-627-3p,Homo sapiens,BUB3,9184,Homo sapiens,HITS-CLIP,Functional MTI (Weak),19536157
287977,MIRT560491,hsa-miR-633,Homo sapiens,BUB3,9184,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
80389,MIRT261787,hsa-miR-6504-3p,Homo sapiens,BUB3,9184,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23592263
80397,MIRT261814,hsa-miR-651-3p,Homo sapiens,BUB3,9184,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
80398,MIRT261814,hsa-miR-651-3p,Homo sapiens,BUB3,9184,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
155494,MIRT480582,hsa-miR-656-3p,Homo sapiens,BUB3,9184,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23592263
155498,MIRT480586,hsa-miR-659-5p,Homo sapiens,BUB3,9184,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23592263
155497,MIRT480585,hsa-miR-6800-5p,Homo sapiens,BUB3,9184,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23592263
80395,MIRT261812,hsa-miR-6802-5p,Homo sapiens,BUB3,9184,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23592263
155502,MIRT480590,hsa-miR-6815-5p,Homo sapiens,BUB3,9184,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23592263
86630,MIRT330039,hsa-miR-6828-5p,Homo sapiens,BUB3,9184,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
86631,MIRT330039,hsa-miR-6828-5p,Homo sapiens,BUB3,9184,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
155499,MIRT480587,hsa-miR-6861-3p,Homo sapiens,BUB3,9184,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23592263
155501,MIRT480589,hsa-miR-6865-5p,Homo sapiens,BUB3,9184,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23592263
213277,MIRT509216,hsa-miR-6866-3p,Homo sapiens,BUB3,9184,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
213278,MIRT509216,hsa-miR-6866-3p,Homo sapiens,BUB3,9184,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
213281,MIRT509218,hsa-miR-6876-5p,Homo sapiens,BUB3,9184,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
213282,MIRT509218,hsa-miR-6876-5p,Homo sapiens,BUB3,9184,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
28707,MIRT037378,hsa-miR-744-3p,Homo sapiens,BUB3,9184,Homo sapiens,CLASH,Functional MTI (Weak),23622248
80400,MIRT261817,hsa-miR-8065,Homo sapiens,BUB3,9184,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
80401,MIRT261817,hsa-miR-8065,Homo sapiens,BUB3,9184,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
80396,MIRT261813,hsa-miR-8071,Homo sapiens,BUB3,9184,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23592263
